id,username,password,first_name,last_name,age,avatar,descripcion,posicion,goles,asistencias,tarjetas_amarillas,tarjetas_rojas,partidos_jugados,porterias_imbatidas,titular,enabled,roles,id_equipo
429,lalonso,{noop}pass,Luis,Alonso,20,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,22
430,aruiz,{noop}pass,Andres,Ruiz,25,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,22
431,mmuñoz,{noop}pass,Manuel,Muñoz,22,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,22
432,mmuñoz1,{noop}pass,Miguel,Muñoz,25,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,22
433,sdiaz,{noop}pass,Sergio,Diaz,19,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,22
434,mwilliams,{noop}pass,Manuel,Williams,30,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,22
435,mfernandez,{noop}pass,Miguel,Fernandez,23,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,22
436,sdiaz1,{noop}pass,Sergio,Diaz,30,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,22
437,sromero,{noop}pass,Sergio,Romero,27,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,22
438,cmartin,{noop}pass,Carlos,Martin,30,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,22
439,abrown,{noop}pass,Antonio,Brown,28,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,22
440,egomez,{noop}pass,Ethan,Gomez,31,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,false,true,USER,22
441,jmartin,{noop}pass,Javier,Martin,32,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,22
442,sromero1,{noop}pass,Sergio,Romero,31,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,22
443,mfernandez1,{noop}pass,Miguel,Fernandez,22,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,22
444,awilliams,{noop}pass,Antonio,Williams,31,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,false,true,USER,22
445,lmartin,{noop}pass,Liam,Martin,18,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,22
446,mwilliams1,{noop}pass,Matthew,Williams,28,user.jpg,Capitán,Portero,0,0,0,0,0,0,true,true,USER,23
447,mgonzalez,{noop}pass,Miguel,Gonzalez,23,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,23
448,djohnson,{noop}pass,David,Johnson,22,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,23
449,jdiaz,{noop}pass,Javier,Diaz,29,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,23
450,dromero,{noop}pass,David,Romero,30,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,23
451,druiz,{noop}pass,David,Ruiz,21,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,23
452,rgonzalez,{noop}pass,Robert,Gonzalez,35,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,23
453,mromero,{noop}pass,Matthew,Romero,20,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,23
454,fmartin,{noop}pass,Fernando,Martin,27,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,23
455,salonso,{noop}pass,Sergio,Alonso,34,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,23
456,jlopez,{noop}pass,Javier,Lopez,21,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,23
457,dromero1,{noop}pass,Daniel,Romero,23,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,23
458,lalvarez,{noop}pass,Lucas,Alvarez,19,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,23
459,fdominguez,{noop}pass,Fernando,Dominguez,25,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,23
460,dromero2,{noop}pass,Diego,Romero,33,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,false,true,USER,23
461,mwilliams2,{noop}pass,Matthew,Williams,34,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,23
462,mdiaz,{noop}pass,Michael,Diaz,34,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,23
463,ddavis,{noop}pass,David,Davis,31,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,23
464,rmoreno1,{noop}pass,Raul,Moreno,20,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,false,true,USER,23
465,jsmith,{noop}pass,John,Smith,19,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,23
466,mtorres,{noop}pass,Manuel,Torres,35,user.jpg,Capitán,Portero,0,0,0,0,0,0,true,true,USER,24
467,wmiller,{noop}pass,William,Miller,35,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,24
468,cwilliams,{noop}pass,Carlos,Williams,19,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,24
469,fwilliams,{noop}pass,Francisco,Williams,19,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,24
470,fgomez,{noop}pass,Fernando,Gomez,27,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,24
471,eruiz1,{noop}pass,Ethan,Ruiz,34,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,24
472,ajohnson,{noop}pass,Antonio,Johnson,34,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,24
473,jmoreno1,{noop}pass,James,Moreno,22,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,24
474,mdiaz1,{noop}pass,Michael,Diaz,20,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,24
475,mmuñoz2,{noop}pass,Matthew,Muñoz,31,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,24
476,mjohnson1,{noop}pass,Manuel,Johnson,32,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,24
477,flopez,{noop}pass,Fernando,Lopez,28,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,24
478,esanchez,{noop}pass,Ethan,Sanchez,27,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,24
479,dfernandez,{noop}pass,Diego,Fernandez,23,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,24
480,edominguez1,{noop}pass,Ethan,Dominguez,20,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,false,true,USER,24
481,wjohnson,{noop}pass,William,Johnson,30,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,24
482,lgarcia,{noop}pass,Liam,Garcia,34,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,24
483,pdiaz,{noop}pass,Pablo,Diaz,20,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,24
484,jbrown,{noop}pass,Jose,Brown,32,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,false,true,USER,24
485,lnavarro,{noop}pass,Lucas,Navarro,21,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,24
486,jmoreno2,{noop}pass,Jose,Moreno,27,user.jpg,Capitán,Portero,0,0,0,0,0,0,true,true,USER,25
487,msmith,{noop}pass,Matthew,Smith,35,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,25
488,mdominguez,{noop}pass,Matthew,Dominguez,33,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,25
489,pjohnson,{noop}pass,Pedro,Johnson,24,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,25
490,rwilliams,{noop}pass,Raul,Williams,22,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,25
491,mtorres1,{noop}pass,Miguel,Torres,18,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,25
492,rgomez,{noop}pass,Raul,Gomez,35,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,25
493,pdiaz1,{noop}pass,Pedro,Diaz,24,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,25
494,mmuñoz3,{noop}pass,Manuel,Muñoz,24,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,25
495,lromero,{noop}pass,Lucas,Romero,31,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,25
496,aromero,{noop}pass,Alejandro,Romero,22,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,25
497,jmiller,{noop}pass,Javier,Miller,22,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,25
498,adavis,{noop}pass,Andres,Davis,31,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,25
499,wdominguez1,{noop}pass,William,Dominguez,28,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,25
500,djohnson1,{noop}pass,David,Johnson,35,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,false,true,USER,25
501,falvarez,{noop}pass,Francisco,Alvarez,31,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,25
502,jhernandez,{noop}pass,Javier,Hernandez,24,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,25
503,malvarez,{noop}pass,Manuel,Alvarez,31,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,25
504,ahernandez1,{noop}pass,Andres,Hernandez,19,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,false,true,USER,25
505,dtorres,{noop}pass,Daniel,Torres,27,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,25
506,druiz1,{noop}pass,David,Ruiz,31,user.jpg,Capitán,Portero,0,0,0,0,0,0,true,true,USER,26
507,aalvarez,{noop}pass,Alejandro,Alvarez,23,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,26
508,cjones,{noop}pass,Carlos,Jones,32,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,26
509,jhernandez1,{noop}pass,Jose,Hernandez,27,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,26
510,djones,{noop}pass,David,Jones,24,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,26
511,fgutierrez,{noop}pass,Fernando,Gutierrez,34,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,26
512,abrown1,{noop}pass,Alejandro,Brown,35,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,26
513,pdiaz2,{noop}pass,Pablo,Diaz,29,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,26
514,fhernandez,{noop}pass,Fernando,Hernandez,30,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,26
515,afernandez1,{noop}pass,Antonio,Fernandez,32,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,26
516,dgutierrez,{noop}pass,Diego,Gutierrez,30,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,26
517,dbrown,{noop}pass,Daniel,Brown,35,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,26
518,mnavarro,{noop}pass,Manuel,Navarro,26,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,26
519,fnavarro,{noop}pass,Francisco,Navarro,28,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,26
520,whernandez,{noop}pass,William,Hernandez,22,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,false,true,USER,26
521,amiller,{noop}pass,Alejandro,Miller,19,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,26
522,ssanchez1,{noop}pass,Sergio,Sanchez,18,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,26
523,sperez,{noop}pass,Sergio,Perez,28,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,26
524,fsanchez,{noop}pass,Fernando,Sanchez,23,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,false,true,USER,26
525,dsanchez1,{noop}pass,Diego,Sanchez,20,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,26
526,agutierrez,{noop}pass,Andres,Gutierrez,24,user.jpg,Capitán,Portero,0,0,0,0,0,0,true,true,USER,27
527,mgonzalez1,{noop}pass,Matthew,Gonzalez,25,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,27
528,ldavis,{noop}pass,Lucas,Davis,26,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,27
529,mgonzalez2,{noop}pass,Matthew,Gonzalez,31,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,27
530,pjohnson1,{noop}pass,Pablo,Johnson,25,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,27
531,ahernandez2,{noop}pass,Andres,Hernandez,29,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,27
532,dhernandez,{noop}pass,David,Hernandez,27,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,27
533,jgomez1,{noop}pass,John,Gomez,19,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,27
534,ljones,{noop}pass,Liam,Jones,34,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,27
535,mdominguez1,{noop}pass,Matthew,Dominguez,28,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,27
536,enavarro,{noop}pass,Ethan,Navarro,25,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,27
537,msanchez1,{noop}pass,Michael,Sanchez,28,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,27
538,ssanchez2,{noop}pass,Sergio,Sanchez,30,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,27
539,mmartinez,{noop}pass,Miguel,Martinez,32,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,27
540,jlopez1,{noop}pass,Javier,Lopez,25,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,false,true,USER,27
541,emuñoz,{noop}pass,Ethan,Muñoz,21,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,27
542,rdominguez,{noop}pass,Robert,Dominguez,20,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,27
543,anavarro,{noop}pass,Alejandro,Navarro,21,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,27
544,psanchez,{noop}pass,Pedro,Sanchez,28,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,false,true,USER,27
545,egarcia,{noop}pass,Ethan,Garcia,19,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,27
546,edominguez2,{noop}pass,Ethan,Dominguez,21,user.jpg,Capitán,Portero,0,0,0,0,0,0,true,true,USER,28
547,jgomez2,{noop}pass,Javier,Gomez,26,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,28
548,jmuñoz,{noop}pass,Javier,Muñoz,21,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,28
549,mromero1,{noop}pass,Matthew,Romero,25,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,28
550,jmoreno3,{noop}pass,Jose,Moreno,19,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,28
551,cperez,{noop}pass,Carlos,Perez,25,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,28
552,ljohnson1,{noop}pass,Lucas,Johnson,35,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,28
553,jfernandez3,{noop}pass,Javier,Fernandez,32,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,28
554,jjones,{noop}pass,Jorge,Jones,27,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,28
555,dperez,{noop}pass,David,Perez,21,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,28
556,ralonso,{noop}pass,Robert,Alonso,23,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,28
557,dwilliams,{noop}pass,Diego,Williams,29,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,28
558,jgonzalez,{noop}pass,James,Gonzalez,32,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,28
559,lmiller,{noop}pass,Lucas,Miller,21,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,28
560,fsmith,{noop}pass,Fernando,Smith,20,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,false,true,USER,28
561,agarcia,{noop}pass,Alejandro,Garcia,25,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,28
562,jperez1,{noop}pass,Jorge,Perez,26,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,28
563,alopez,{noop}pass,Antonio,Lopez,20,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,28
564,dgutierrez1,{noop}pass,Daniel,Gutierrez,23,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,false,true,USER,28
565,agarcia1,{noop}pass,Andres,Garcia,23,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,28
566,dwilliams1,{noop}pass,David,Williams,21,user.jpg,Capitán,Portero,0,0,0,0,0,0,true,true,USER,29
567,jruiz,{noop}pass,John,Ruiz,27,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,29
568,dmiller,{noop}pass,Daniel,Miller,30,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,29
569,jmartin1,{noop}pass,Juan,Martin,33,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,29
570,amartin,{noop}pass,Alejandro,Martin,31,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,29
571,sgomez1,{noop}pass,Sergio,Gomez,33,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,29
572,jalvarez,{noop}pass,Juan,Alvarez,22,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,29
573,falvarez1,{noop}pass,Fernando,Alvarez,21,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,29
574,ddiaz,{noop}pass,Diego,Diaz,29,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,29
575,wjones,{noop}pass,William,Jones,21,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,29
576,ffernandez,{noop}pass,Francisco,Fernandez,26,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,29
577,amiller1,{noop}pass,Alejandro,Miller,34,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,29
578,dsanchez2,{noop}pass,Daniel,Sanchez,29,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,29
579,ddominguez,{noop}pass,Daniel,Dominguez,25,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,29
580,jalvarez1,{noop}pass,Javier,Alvarez,21,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,false,true,USER,29
581,amartinez,{noop}pass,Antonio,Martinez,30,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,29
582,rjohnson,{noop}pass,Robert,Johnson,24,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,29
583,jdavis,{noop}pass,James,Davis,21,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,29
584,wromero,{noop}pass,William,Romero,21,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,false,true,USER,29
585,pmuñoz,{noop}pass,Pedro,Muñoz,23,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,29
586,jjohnson,{noop}pass,Javier,Johnson,35,user.jpg,Capitán,Portero,0,0,0,0,0,0,true,true,USER,30
587,jromero,{noop}pass,Juan,Romero,24,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,30
588,rperez1,{noop}pass,Robert,Perez,19,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,30
589,wperez,{noop}pass,William,Perez,23,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,30
590,ealonso,{noop}pass,Ethan,Alonso,29,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,30
591,dgomez1,{noop}pass,Diego,Gomez,34,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,30
592,ldiaz,{noop}pass,Liam,Diaz,21,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,30
593,asanchez,{noop}pass,Andres,Sanchez,20,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,30
594,mjones1,{noop}pass,Michael,Jones,22,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,30
595,pdiaz3,{noop}pass,Pablo,Diaz,32,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,30
596,lhernandez,{noop}pass,Luis,Hernandez,35,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,30
597,agomez,{noop}pass,Antonio,Gomez,18,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,30
598,jhernandez2,{noop}pass,Juan,Hernandez,18,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,30
599,fmoreno,{noop}pass,Fernando,Moreno,25,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,30
600,dwilliams2,{noop}pass,Daniel,Williams,27,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,false,true,USER,30
601,lromero1,{noop}pass,Luis,Romero,19,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,30
602,fdavis,{noop}pass,Francisco,Davis,22,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,30
603,jtorres,{noop}pass,Juan,Torres,25,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,30
604,mtorres2,{noop}pass,Matthew,Torres,28,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,false,true,USER,30
605,jromero1,{noop}pass,Juan,Romero,24,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,30
606,msmith1,{noop}pass,Miguel,Smith,18,user.jpg,Capitán,Portero,0,0,0,0,0,0,true,true,USER,31
607,pgarcia,{noop}pass,Pedro,Garcia,29,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,31
608,jalonso2,{noop}pass,John,Alonso,20,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,31
609,pgarcia1,{noop}pass,Pedro,Garcia,33,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,31
610,pdominguez,{noop}pass,Pablo,Dominguez,18,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,31
611,mbrown,{noop}pass,Matthew,Brown,31,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,31
612,ptorres1,{noop}pass,Pedro,Torres,27,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,31
613,sruiz,{noop}pass,Sergio,Ruiz,29,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,31
614,fnavarro1,{noop}pass,Francisco,Navarro,19,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,31
615,ralvarez,{noop}pass,Raul,Alvarez,28,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,31
616,mdominguez2,{noop}pass,Michael,Dominguez,20,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,31
617,psanchez1,{noop}pass,Pablo,Sanchez,20,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,31
618,jmuñoz1,{noop}pass,Jorge,Muñoz,30,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,31
619,jnavarro,{noop}pass,Jose,Navarro,34,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,31
620,jromero2,{noop}pass,Javier,Romero,21,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,false,true,USER,31
621,jjones1,{noop}pass,Jose,Jones,24,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,31
622,agutierrez1,{noop}pass,Andres,Gutierrez,20,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,31
623,lsanchez,{noop}pass,Luis,Sanchez,23,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,31
624,falvarez2,{noop}pass,Francisco,Alvarez,25,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,false,true,USER,31
625,jsmith1,{noop}pass,Javier,Smith,21,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,31
626,jdominguez1,{noop}pass,James,Dominguez,25,user.jpg,Capitán,Portero,0,0,0,0,0,0,true,true,USER,32
627,mmoreno,{noop}pass,Michael,Moreno,24,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,32
628,rgomez1,{noop}pass,Raul,Gomez,18,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,32
629,mmartinez1,{noop}pass,Michael,Martinez,35,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,32
630,wruiz,{noop}pass,William,Ruiz,28,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,32
631,wdiaz,{noop}pass,William,Diaz,33,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,32
632,rjones,{noop}pass,Raul,Jones,33,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,32
633,mtorres3,{noop}pass,Manuel,Torres,20,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,32
634,mhernandez,{noop}pass,Michael,Hernandez,24,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,32
635,mhernandez1,{noop}pass,Matthew,Hernandez,25,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,32
636,jromero3,{noop}pass,Jose,Romero,33,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,32
637,shernandez,{noop}pass,Sergio,Hernandez,32,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,32
638,dromero3,{noop}pass,David,Romero,18,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,32
639,wmartinez,{noop}pass,William,Martinez,24,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,32
640,sromero2,{noop}pass,Sergio,Romero,18,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,false,true,USER,32
641,ljohnson2,{noop}pass,Liam,Johnson,35,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,32
642,wbrown,{noop}pass,William,Brown,18,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,32
643,jdominguez2,{noop}pass,Jorge,Dominguez,32,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,32
644,jtorres1,{noop}pass,Javier,Torres,32,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,false,true,USER,32
